product_id,time_period,quantity,price,cost_shock,store_id,product_category,income,population,trend
228,1,39.79,14.15,-1.028,40,3,59.9,83.5,1
228,2,39.05,17.38,2.497,40,1,51.5,124.5,2
228,3,326.3,12.09,-4.955,39,10,84.0,131.7,3
228,4,105.09,11.1,-2.454,6,5,62.0,31.7,4
228,5,61.74,14.39,0.091,6,1,57.9,93.7,5
229,1,42.4,14.76,-0.01,3,1,60.0,101.7,1
229,2,49.76,10.87,-3.404,7,2,57.0,29.3,2
229,3,78.52,14.0,-0.988,8,4,56.6,106.8,3
229,4,35.55,15.7,1.916,42,6,46.0,84.2,4
229,5,82.48,13.16,-2.326,15,8,58.0,63.8,5
230,1,43.46,16.24,2.162,47,3,64.2,80.5,1
230,2,127.73,13.39,-1.432,29,1,65.9,75.3,2
230,3,75.44,11.25,-3.746,33,3,64.1,82.9,3
230,4,67.81,16.47,1.638,30,3,72.6,105.6,4
230,5,70.16,16.57,0.501,39,5,66.8,129.4,5
231,1,62.04,13.0,-2.932,27,4,59.4,97.7,1
231,2,41.49,13.88,-1.086,36,4,32.8,133.1,2
231,3,26.53,15.29,3.45,29,9,32.9,68.6,3
231,4,51.09,15.33,1.317,38,7,46.3,104.6,4
231,5,59.55,17.44,2.231,33,4,50.7,163.2,5
232,1,40.96,13.48,-2.277,37,3,71.0,52.3,1
232,2,11.24,13.54,2.451,27,6,8.3,51.1,2
232,3,33.48,12.24,-2.848,33,3,34.5,138.4,3
232,4,52.65,12.39,-2.785,4,6,47.1,106.6,4
232,5,26.17,14.44,1.67,22,9,35.0,82.0,5
233,1,41.1,11.37,-2.662,2,6,38.0,66.1,1
233,2,28.18,16.3,3.035,10,4,42.5,98.9,2
233,3,35.03,12.58,-2.505,5,5,35.8,104.0,3
233,4,41.88,12.0,-1.944,10,6,38.4,104.2,4
233,5,65.12,16.72,2.306,33,3,70.4,65.8,5
234,1,28.79,13.94,-1.242,38,8,59.2,89.9,1
234,2,52.72,15.99,1.59,13,4,61.5,83.0,2
234,3,52.74,13.15,-2.227,31,8,49.5,119.4,3
234,4,87.69,14.11,-0.553,47,10,65.2,67.6,4
234,5,72.74,15.92,1.482,36,10,62.7,102.3,5
235,1,35.89,15.95,-1.691,45,3,59.0,179.0,1
235,2,21.59,14.71,2.045,24,10,40.2,65.5,2
235,3,61.35,12.61,-0.721,15,7,43.4,77.6,3
235,4,82.17,15.1,0.24,29,9,65.9,97.2,4
235,5,60.54,11.48,-2.005,8,4,42.2,11.7,5
236,1,28.89,12.67,-1.541,5,8,30.7,57.2,1
236,2,27.15,13.03,-1.688,29,3,42.0,109.3,2
236,3,76.94,14.95,-1.218,47,7,73.4,94.7,3
236,4,38.31,18.19,3.092,4,3,42.0,131.6,4
236,5,43.52,15.84,2.242,12,7,54.9,92.9,5
237,1,23.42,14.72,0.904,45,10,40.8,90.2,1
237,2,46.51,14.46,-1.317,2,10,61.5,78.9,2
237,3,47.39,13.7,-1.684,27,6,58.1,89.7,3
237,4,31.33,10.96,-1.939,31,2,27.6,63.7,4
237,5,53.34,14.26,-0.608,36,3,54.0,95.6,5
238,1,14.85,14.0,0.56,36,6,24.8,70.9,1
238,2,31.64,14.44,1.229,26,4,41.7,63.7,2
238,3,60.94,13.76,0.029,43,6,49.8,80.8,3
238,4,116.44,17.44,1.131,27,1,77.7,113.5,4
238,5,59.5,15.89,1.872,5,10,54.8,104.3,5
239,1,47.58,13.51,-0.744,20,1,38.5,120.0,1
239,2,37.59,15.29,2.197,11,3,45.2,72.3,2
239,3,91.64,13.67,-1.967,10,8,63.9,99.6,3
239,4,34.07,15.46,1.173,40,8,38.7,151.1,4
239,5,74.14,16.38,0.064,38,4,66.5,141.9,5
240,1,32.43,13.48,0.351,6,6,42.2,61.8,1
240,2,37.02,13.11,-0.736,8,8,36.3,69.7,2
240,3,33.8,17.18,2.495,23,7,42.6,150.9,3
240,4,24.12,12.46,-1.208,47,7,25.8,113.5,4
240,5,13.36,14.8,2.775,26,4,17.4,94.3,5
241,1,17.55,17.07,2.788,46,9,48.8,90.9,1
241,2,36.15,15.75,0.902,43,10,49.0,106.8,2
241,3,69.0,13.69,-0.626,12,6,53.8,107.2,3
241,4,27.79,12.32,-1.676,26,3,48.7,84.0,4
241,5,145.86,12.95,-3.989,13,5,84.9,95.1,5
242,1,31.32,13.99,1.08,40,5,52.5,83.0,1
242,2,30.53,12.04,-2.223,18,5,29.4,105.1,2
242,3,28.64,11.18,-1.943,25,8,33.2,77.9,3
242,4,32.33,14.14,1.102,33,9,50.0,62.0,4
242,5,42.35,13.97,-0.86,47,9,43.5,144.3,5
243,1,16.59,14.45,0.435,40,6,31.6,97.9,1
243,2,37.11,16.52,0.921,43,6,49.1,150.9,2
243,3,33.14,15.63,3.209,12,9,49.3,42.0,3
243,4,101.69,14.9,0.397,44,4,73.9,56.5,4
243,5,40.81,13.3,-1.099,36,6,36.3,114.0,5
244,1,39.24,14.91,-0.15,48,4,43.7,97.9,1
244,2,70.39,13.91,-1.156,4,1,73.9,65.3,2
244,3,52.63,17.56,3.76,5,7,54.9,134.1,3
244,4,35.23,13.99,0.744,37,10,36.2,73.9,4
244,5,34.99,15.73,1.169,8,6,39.3,136.0,5
245,1,22.92,15.96,2.705,42,9,31.8,97.9,1
245,2,36.67,12.47,-1.695,49,7,51.2,67.9,2
245,3,114.36,12.77,-2.853,28,7,65.5,79.9,3
245,4,78.25,15.95,-0.045,31,2,74.5,141.2,4
245,5,24.43,11.35,-2.847,9,9,27.7,91.1,5
246,1,36.58,14.69,-0.822,29,10,63.0,129.2,1
246,2,61.43,11.86,-4.358,14,9,52.5,142.0,2
246,3,40.55,12.24,-2.703,40,6,46.1,97.6,3
246,4,37.2,16.13,2.446,41,3,43.7,93.3,4
246,5,16.45,14.15,0.809,22,1,21.2,87.9,5
247,1,41.93,18.76,3.595,11,4,59.6,110.6,1
247,2,26.41,14.13,-0.062,23,3,30.2,145.2,2
247,3,26.63,14.04,-0.139,1,1,38.8,63.2,3
247,4,65.05,15.82,0.431,46,3,56.3,106.6,4
247,5,20.61,19.1,7.177,37,4,22.8,105.3,5
248,1,19.62,13.79,2.105,21,8,30.2,45.9,1
248,2,92.82,13.58,-1.681,26,9,68.3,73.4,2
248,3,65.52,13.98,0.815,46,3,51.8,79.5,3
248,4,29.05,14.91,0.305,36,6,40.1,122.9,4
248,5,77.04,15.75,1.442,23,10,51.9,128.2,5
249,1,27.56,17.04,3.746,1,5,60.0,43.7,1
249,2,74.6,16.5,1.176,40,6,66.9,119.2,2
249,3,39.98,13.53,-0.742,15,4,33.3,115.3,3
249,4,25.53,16.74,3.729,21,10,34.6,117.4,4
249,5,83.7,12.59,-2.612,47,6,59.1,104.6,5
250,1,43.37,15.46,-0.542,9,7,59.6,128.5,1
250,2,17.26,15.25,1.803,9,9,29.8,135.1,2
250,3,29.61,11.01,-1.581,10,10,35.2,51.0,3
250,4,55.29,13.76,-0.104,26,7,47.1,98.5,4
250,5,74.22,13.75,-1.403,41,6,50.4,92.4,5
251,1,38.67,13.57,-0.077,35,1,50.8,82.8,1
251,2,19.61,12.0,-1.399,25,2,29.6,86.4,2
251,3,29.26,15.77,0.158,26,1,50.6,105.6,3
251,4,38.7,12.3,-0.659,11,9,39.2,61.1,4
251,5,25.83,15.71,2.654,38,10,32.5,120.1,5
252,1,46.38,15.54,0.771,2,10,49.8,88.9,1
252,2,30.11,15.46,1.476,7,9,48.3,126.2,2
252,3,67.32,15.56,0.289,18,7,62.0,81.4,3
252,4,31.63,12.51,-0.869,27,2,37.1,79.8,4
252,5,49.84,15.07,0.67,34,6,53.5,71.6,5
253,1,19.77,13.51,0.406,27,4,26.5,81.6,1
253,2,59.66,10.27,-4.843,17,1,45.9,76.0,2
253,3,61.16,14.98,0.067,43,1,57.0,113.0,3
253,4,48.77,16.37,1.344,44,5,58.2,131.4,4
253,5,78.08,13.75,-1.432,24,2,58.3,111.6,5
254,1,38.08,17.08,1.735,25,4,62.1,97.7,1
254,2,21.27,14.9,0.711,7,1,43.3,114.6,2
254,3,55.88,15.21,-0.794,6,4,57.4,98.9,3
254,4,137.08,17.02,1.084,24,6,78.0,100.9,4
254,5,75.06,13.42,-0.737,33,10,43.0,90.8,5
255,1,67.34,16.4,0.554,49,4,70.7,125.1,1
255,2,63.41,12.88,-0.52,29,1,63.1,23.0,2
255,3,16.76,13.78,1.098,43,7,46.0,36.0,3
255,4,87.73,17.34,2.694,22,2,47.3,130.8,4
255,5,93.61,13.59,-0.872,26,9,51.8,94.1,5
256,1,56.92,17.15,1.804,28,3,62.3,127.5,1
256,2,50.61,13.72,-0.598,50,8,56.0,81.8,2
256,3,20.05,14.63,-0.582,21,8,42.9,150.2,3
256,4,23.79,12.6,-0.791,49,3,18.8,95.9,4
256,5,92.87,12.26,-3.376,7,4,60.1,113.5,5
257,1,10.83,13.23,1.001,17,2,21.0,86.6,1
257,2,26.84,12.98,0.568,20,4,29.5,73.1,2
257,3,49.93,14.09,0.326,41,9,44.0,47.8,3
257,4,29.94,15.69,3.109,49,2,31.8,123.6,4
257,5,57.06,17.34,3.329,20,3,54.8,111.9,5
258,1,30.14,16.82,2.616,22,4,45.6,102.8,1
258,2,51.87,13.68,-0.471,28,5,61.8,65.8,2
258,3,32.23,13.42,-0.572,40,1,25.9,142.5,3
258,4,66.41,12.91,-2.036,49,7,40.1,103.2,4
258,5,60.26,13.89,0.124,7,10,50.1,121.1,5
259,1,29.5,14.49,0.017,1,7,50.6,99.9,1
259,2,32.96,14.83,1.077,32,9,60.4,67.3,2
259,3,43.35,12.48,-2.138,13,4,36.3,129.8,3
259,4,49.36,14.41,-0.749,30,6,43.0,113.5,4
259,5,93.37,12.08,-3.39,23,2,57.6,94.6,5
260,1,17.27,11.37,-1.432,19,4,17.0,113.0,1
260,2,48.37,15.99,1.785,32,2,55.8,124.5,2
260,3,59.63,13.63,-2.203,30,10,61.5,119.8,3
260,4,19.57,14.51,3.488,29,5,30.0,48.7,4
260,5,29.4,15.5,2.018,49,7,45.3,55.3,5
261,1,48.25,16.22,1.002,45,1,72.4,122.0,1
261,2,51.01,16.75,2.667,29,10,59.9,79.1,2
261,3,53.41,13.02,-0.242,30,10,56.7,68.5,3
261,4,70.85,13.28,-1.475,16,7,64.9,111.2,4
261,5,73.93,14.83,-0.192,40,10,77.1,67.6,5
262,1,48.93,13.14,-3.438,19,6,50.3,85.6,1
262,2,41.69,16.43,2.381,18,6,43.9,125.6,2
262,3,48.3,14.03,-0.698,1,8,64.8,54.6,3
262,4,49.75,12.07,-1.51,14,8,47.2,59.0,4
262,5,29.98,12.24,-1.279,47,6,36.1,51.7,5
263,1,28.09,13.55,0.033,50,3,41.9,74.2,1
263,2,56.07,14.41,0.239,2,5,54.7,102.5,2
263,3,61.3,13.58,-0.292,28,2,43.3,81.4,3
263,4,41.47,13.95,-0.301,49,5,44.4,145.1,4
263,5,43.2,14.5,1.1,50,9,34.6,113.7,5
264,1,89.1,14.06,-2.197,30,10,71.5,99.4,1
264,2,33.96,15.02,0.45,38,1,44.9,138.0,2
264,3,50.03,12.55,-0.636,4,10,39.3,60.1,3
264,4,45.55,11.81,-3.996,1,5,40.9,126.0,4
264,5,99.31,13.02,-2.167,8,6,62.0,92.9,5
265,1,41.55,13.59,-1.584,29,7,58.6,86.3,1
265,2,32.35,16.91,3.341,39,9,42.5,118.3,2
265,3,46.08,15.5,0.905,3,6,50.5,87.6,3
265,4,71.07,16.01,0.542,32,5,54.2,105.5,4
265,5,82.68,12.31,-0.974,10,7,39.4,97.0,5
266,1,29.62,12.3,-1.025,10,1,26.9,109.2,1
266,2,70.74,12.63,-2.366,19,5,57.7,84.8,2
266,3,33.39,13.67,-0.653,46,2,40.3,127.8,3
266,4,23.72,16.03,2.751,34,4,56.6,38.7,4
266,5,106.94,13.24,-2.636,33,7,54.8,119.2,5
267,1,71.55,12.16,-1.173,23,5,50.8,43.3,1
267,2,30.99,15.95,1.852,28,6,43.6,77.4,2
267,3,21.88,16.42,1.847,32,2,40.5,115.7,3
267,4,56.32,10.74,-1.441,50,3,32.9,39.6,4
267,5,52.1,15.8,2.327,7,7,40.8,105.0,5
268,1,25.2,13.64,-0.869,29,2,58.5,58.9,1
268,2,79.87,13.61,-2.299,8,6,71.0,70.9,2
268,3,60.93,17.95,2.997,1,5,68.8,69.5,3
268,4,28.52,15.04,0.184,3,10,52.2,59.7,4
268,5,66.99,14.35,-0.336,24,1,71.0,48.1,5
269,1,42.42,16.53,0.35,23,10,45.4,162.1,1
269,2,25.32,13.21,-1.94,8,4,30.6,94.5,2
269,3,75.24,14.21,-1.124,47,2,78.8,62.9,3
269,4,42.43,16.41,2.874,37,4,58.0,83.1,4
269,5,16.4,16.36,3.718,3,1,27.0,101.1,5
270,1,73.37,14.46,-2.226,33,2,73.4,88.6,1
270,2,36.2,13.53,-0.779,28,8,38.8,62.0,2
270,3,50.25,13.75,0.009,47,6,42.1,73.0,3
270,4,59.84,16.16,0.401,8,2,65.3,135.6,4
270,5,98.75,12.49,-1.901,34,6,70.4,57.9,5
271,1,25.57,13.68,1.301,35,10,35.0,40.1,1
271,2,89.59,16.03,1.452,32,9,72.1,88.4,2
271,3,63.23,14.9,1.701,24,7,63.1,42.0,3
271,4,46.2,14.79,1.505,14,9,38.0,72.7,4
271,5,86.6,13.22,0.162,32,5,46.3,62.4,5
272,1,34.96,16.51,1.981,46,7,72.7,62.7,1
272,2,30.56,14.85,1.088,43,7,26.6,102.1,2
272,3,142.18,12.91,-2.968,16,3,70.7,107.7,3
272,4,60.9,11.89,-2.954,4,7,62.7,75.8,4
272,5,76.88,14.64,0.617,37,1,57.6,97.2,5
273,1,37.9,16.5,2.572,21,9,52.0,74.3,1
273,2,63.42,16.09,0.892,14,10,79.6,112.0,2
273,3,88.5,16.49,1.177,31,6,81.8,55.7,3
273,4,46.49,12.6,-2.118,48,5,40.8,105.0,4
273,5,45.81,16.19,0.135,18,7,59.2,107.2,5
274,1,59.78,19.94,2.284,7,5,78.1,170.1,1
274,2,43.57,13.1,0.892,10,10,38.2,47.4,2
274,3,76.6,17.51,0.209,7,5,53.6,179.7,3
274,4,50.27,16.29,1.188,33,10,65.1,122.7,4
274,5,11.63,13.8,0.453,23,7,19.8,154.8,5
275,1,64.75,17.4,2.349,21,10,62.4,127.2,1
275,2,43.69,13.5,0.452,19,7,33.7,71.7,2
275,3,57.45,16.15,-0.061,48,3,52.9,119.7,3
275,4,92.03,11.85,-2.095,19,3,67.2,80.0,4
275,5,12.32,15.43,2.429,36,10,14.2,97.4,5
276,1,63.97,13.35,-1.881,29,3,61.8,64.8,1
276,2,115.86,16.18,0.475,18,6,80.6,79.6,2
276,3,27.72,15.56,1.602,2,6,42.0,126.9,3
276,4,54.46,18.04,3.579,1,3,58.7,113.1,4
276,5,76.83,16.87,0.453,47,3,70.0,130.7,5
277,1,19.23,15.24,2.783,5,8,26.1,58.1,1
277,2,29.89,13.39,0.055,20,8,61.4,43.9,2
277,3,78.28,15.45,-1.121,11,7,65.4,133.1,3
277,4,43.07,19.69,5.533,42,10,59.6,130.8,4
277,5,114.45,12.82,-2.436,2,4,51.3,106.3,5
278,1,18.41,19.36,5.843,3,4,35.0,112.6,1
278,2,70.03,19.13,3.257,23,3,70.9,126.0,2
278,3,39.73,12.82,-1.15,12,5,50.5,105.4,3
278,4,29.7,15.23,1.3,20,3,36.4,116.1,4
278,5,64.63,12.76,-2.796,5,8,45.2,124.4,5
279,1,34.71,15.71,1.186,37,7,55.5,97.2,1
279,2,21.91,12.36,0.644,38,3,26.6,89.6,2
279,3,45.73,15.48,1.733,30,9,50.3,111.5,3
279,4,29.36,13.86,-0.808,9,5,43.7,167.9,4
279,5,77.69,14.88,0.318,34,9,70.0,74.6,5
280,1,20.55,13.74,0.953,44,7,21.9,87.1,1
280,2,55.39,13.07,-0.977,35,7,64.1,47.3,2
280,3,134.03,17.97,2.812,22,6,71.3,113.0,3
280,4,26.36,12.15,0.26,44,2,22.4,84.1,4
280,5,16.32,12.13,0.689,24,9,24.2,58.0,5
281,1,95.92,14.03,-1.666,17,6,76.8,98.1,1
281,2,25.6,12.42,-3.303,10,8,36.4,144.8,2
281,3,190.18,14.7,-2.693,30,1,96.4,89.4,3
281,4,18.38,14.28,1.193,46,5,22.9,92.2,4
281,5,55.23,14.42,-1.581,23,1,52.6,143.7,5
282,1,43.01,16.15,1.458,32,10,49.6,99.8,1
282,2,19.58,15.44,3.309,17,8,46.9,63.8,2
282,3,40.28,17.12,1.542,50,8,56.9,120.7,3
282,4,46.66,16.72,0.853,17,1,57.8,133.7,4
282,5,69.77,15.24,1.311,14,9,47.5,94.0,5
283,1,18.48,16.04,2.208,9,2,34.8,103.9,1
283,2,41.25,15.52,0.623,40,9,65.7,60.7,2
283,3,55.17,15.5,1.327,2,1,59.4,73.9,3
283,4,41.47,13.67,-1.131,45,10,51.7,90.0,4
283,5,64.11,13.1,-1.952,25,9,58.9,102.3,5
284,1,60.17,14.62,-1.012,39,4,61.5,81.4,1
284,2,13.81,12.7,-0.653,9,9,38.6,88.9,2
284,3,42.99,14.33,-0.734,22,7,58.4,96.3,3
284,4,27.65,15.24,2.293,43,6,41.7,70.1,4
284,5,180.05,10.44,-5.432,46,5,62.0,91.9,5
285,1,42.89,13.9,-0.427,4,9,47.1,134.7,1
285,2,44.07,16.23,1.487,26,2,59.2,82.1,2
285,3,32.83,14.74,1.414,29,2,43.5,73.0,3
285,4,69.67,15.87,-1.638,45,9,60.0,162.6,4
285,5,30.72,17.31,3.477,34,3,35.3,106.8,5
286,1,43.83,12.46,-2.768,23,8,50.5,76.8,1
286,2,106.36,15.6,-0.7,37,9,64.7,119.3,2
286,3,47.3,14.85,-0.62,11,8,57.0,107.7,3
286,4,57.26,13.88,-0.64,6,4,52.9,82.9,4
286,5,92.23,18.41,2.719,18,1,77.1,98.5,5
287,1,72.02,14.98,0.032,21,4,65.4,91.3,1
287,2,48.89,14.96,0.64,42,9,62.8,129.7,2
287,3,45.51,17.13,1.759,36,2,59.9,120.4,3
287,4,44.33,13.01,-1.279,41,3,61.7,35.7,4
287,5,152.02,16.07,-0.309,38,10,74.9,157.1,5
288,1,15.66,16.82,3.352,34,8,43.7,91.4,1
288,2,67.09,17.19,0.756,17,6,65.1,151.7,2
288,3,92.69,14.14,-2.19,37,8,55.3,121.5,3
288,4,84.1,13.11,-1.713,25,7,44.3,107.4,4
288,5,45.04,15.01,1.784,38,5,48.5,97.2,5
289,1,43.52,14.24,-2.259,12,9,53.3,182.8,1
289,2,30.75,12.68,-0.946,23,4,37.1,91.9,2
289,3,78.39,15.09,0.407,42,6,63.0,79.9,3
289,4,44.7,14.15,0.027,22,2,48.5,82.6,4
289,5,43.42,16.79,2.966,21,2,51.3,100.0,5
290,1,116.93,11.89,-4.901,27,2,70.4,100.0,1
290,2,42.46,15.43,0.964,31,10,51.9,130.1,2
290,3,80.14,15.83,-0.565,6,7,73.3,122.7,3
290,4,27.21,16.21,2.634,27,2,42.1,122.8,4
290,5,49.83,13.15,-0.471,40,2,33.5,93.2,5
291,1,39.02,13.47,-0.413,34,9,45.7,120.3,1
291,2,13.06,13.32,-0.008,12,7,7.8,123.4,2
291,3,40.4,13.75,-1.322,45,3,63.6,97.6,3
291,4,46.5,13.2,-1.182,7,3,34.4,108.4,4
291,5,32.56,13.75,-0.298,10,7,40.7,123.4,5
292,1,46.16,17.56,3.29,45,5,60.7,106.3,1
292,2,37.38,13.43,-0.983,17,10,51.8,109.2,2
292,3,30.15,13.9,-1.375,26,6,43.4,142.2,3
292,4,30.34,12.83,-0.8,21,8,19.5,106.6,4
292,5,95.6,14.62,0.007,28,9,69.5,81.8,5
293,1,38.27,17.18,3.585,46,1,60.8,59.6,1
293,2,176.29,14.94,-1.528,2,3,80.8,103.4,2
293,3,45.4,18.12,4.998,43,7,41.1,90.1,3
293,4,25.55,14.15,0.905,1,6,28.2,124.2,4
293,5,61.82,14.71,-2.001,36,7,64.9,147.3,5
294,1,55.34,12.85,-1.095,26,8,47.2,69.1,1
294,2,46.17,11.15,-3.873,29,6,59.4,73.4,2
294,3,86.86,17.08,0.213,21,3,74.3,99.3,3
294,4,48.89,15.09,2.103,11,2,55.8,76.0,4
294,5,57.38,14.82,0.062,40,7,52.5,93.3,5
295,1,50.14,15.96,1.606,11,1,53.5,83.9,1
295,2,15.41,13.6,0.857,36,3,25.4,69.8,2
295,3,49.27,18.0,2.42,49,4,66.6,124.8,3
295,4,108.93,14.02,-1.959,39,1,67.6,102.3,4
295,5,102.71,17.77,1.766,40,5,58.0,154.9,5
296,1,30.04,18.16,3.774,35,10,27.3,110.8,1
296,2,19.1,19.07,5.131,34,3,48.2,138.7,2
296,3,57.85,17.29,2.841,47,2,71.6,78.1,3
296,4,29.61,13.28,0.343,24,3,41.5,77.8,4
296,5,132.07,14.84,-1.931,22,8,67.8,166.6,5
297,1,41.67,12.99,-1.633,5,6,50.8,81.7,1
297,2,68.17,14.45,-0.346,33,7,60.7,71.5,2
297,3,26.34,16.37,3.72,36,6,43.8,64.9,3
297,4,66.22,15.25,-1.061,47,6,51.3,157.5,4
297,5,60.23,14.73,0.359,20,3,56.6,91.8,5
298,1,20.12,16.69,1.882,19,8,33.8,112.1,1
298,2,63.43,9.56,-6.571,35,7,54.1,104.5,2
298,3,27.07,10.81,-2.127,43,7,9.7,78.3,3
298,4,20.81,16.96,3.906,17,6,41.0,91.1,4
298,5,59.01,16.77,2.086,45,5,58.2,125.4,5
299,1,83.39,16.19,2.099,43,10,66.8,63.2,1
299,2,84.01,13.3,-1.879,34,8,57.1,120.2,2
299,3,18.23,15.7,2.903,9,5,29.1,143.0,3
299,4,62.29,14.55,-1.634,26,9,65.5,108.8,4
299,5,41.53,14.33,0.183,2,9,32.9,140.0,5
300,1,50.28,15.28,1.389,9,1,59.2,58.9,1
300,2,30.5,14.78,1.666,9,6,33.4,45.1,2
300,3,19.48,15.31,0.987,40,7,38.4,107.3,3
300,4,50.58,13.3,-0.402,17,3,35.7,82.4,4
300,5,58.21,11.99,-3.695,1,7,52.1,126.4,5
301,1,49.3,14.34,0.165,25,7,47.1,90.7,1
301,2,37.58,12.46,-4.337,43,2,57.6,104.4,2
301,3,29.34,15.43,1.135,40,7,49.7,102.4,3
301,4,45.4,13.51,-1.957,42,1,27.2,103.4,4
301,5,108.76,13.64,-0.319,25,5,54.1,83.7,5
302,1,20.43,11.57,-1.023,39,9,23.6,59.1,1
302,2,22.82,15.16,1.132,35,7,36.7,93.4,2
302,3,41.27,14.37,-1.58,3,7,44.5,143.5,3
302,4,43.73,14.57,0.512,50,2,43.5,81.7,4
302,5,33.17,12.93,0.369,37,8,25.3,81.6,5
303,1,59.43,15.05,0.132,44,3,70.6,104.7,1
303,2,40.83,15.39,0.785,44,8,74.7,64.7,2
303,3,102.87,15.34,-2.405,30,3,83.8,130.1,3
303,4,52.29,13.56,-2.332,38,10,67.2,67.5,4
303,5,48.14,16.45,2.867,34,7,44.1,91.3,5
304,1,43.73,13.23,-3.08,12,2,43.8,176.2,1
304,2,24.19,17.02,4.333,19,4,43.0,65.7,2
304,3,92.32,16.74,-0.276,37,6,79.8,144.2,3
304,4,88.87,13.9,-1.701,44,9,48.3,103.6,4
304,5,114.16,16.91,1.722,49,5,69.0,107.9,5
305,1,65.7,13.97,-1.124,17,9,67.9,75.7,1
305,2,35.04,15.85,0.676,10,5,52.8,124.0,2
305,3,31.93,14.98,2.486,49,10,28.2,89.0,3
305,4,45.54,14.43,1.427,47,8,48.6,65.6,4
305,5,43.5,16.81,0.853,12,1,52.2,143.7,5
306,1,46.16,16.21,1.309,16,7,69.2,88.4,1
306,2,46.14,13.97,0.08,24,4,50.3,44.2,2
306,3,31.92,15.16,1.622,19,5,31.9,91.9,3
306,4,106.84,13.38,-2.146,8,6,64.8,124.2,4
306,5,51.89,16.79,2.918,31,5,46.6,119.5,5
307,1,12.77,11.96,-0.312,21,1,11.8,80.8,1
307,2,37.88,14.27,0.354,17,9,54.9,70.7,2
307,3,57.28,13.69,-0.627,23,2,57.5,59.0,3
307,4,31.57,14.91,1.212,37,9,37.4,99.3,4
307,5,31.91,16.44,2.108,16,10,47.1,104.5,5
308,1,53.45,13.81,-1.984,6,2,59.9,121.3,1
308,2,56.06,14.65,-0.139,8,9,55.0,95.5,2
308,3,22.54,12.74,0.34,25,6,26.6,94.6,3
308,4,122.8,15.81,0.873,18,9,68.8,91.6,4
308,5,77.52,15.02,-0.583,25,6,75.6,104.6,5
309,1,25.35,13.05,-0.864,12,6,42.3,96.0,1
309,2,14.74,14.81,1.772,15,2,21.4,128.2,2
309,3,70.23,16.45,1.017,26,8,61.6,109.3,3
309,4,36.35,15.31,0.431,41,3,39.9,103.2,4
309,5,46.36,16.12,2.499,45,7,58.0,98.7,5
310,1,59.06,13.18,-2.675,26,5,83.0,71.7,1
310,2,14.51,14.08,1.597,47,3,26.8,100.0,2
310,3,19.55,13.29,0.747,32,1,38.1,80.6,3
310,4,74.33,12.05,-2.91,10,8,47.1,110.4,4
310,5,59.18,16.59,2.333,16,3,69.4,93.7,5
311,1,172.91,19.29,1.18,7,2,103.3,149.9,1
311,2,46.75,15.05,1.447,17,1,53.7,62.1,2
311,3,35.58,10.89,-0.607,23,4,25.5,7.0,3
311,4,31.22,15.71,1.525,26,8,44.8,108.0,4
311,5,53.75,11.68,-1.462,21,3,38.4,80.7,5
312,1,62.87,12.49,-2.691,22,1,60.8,104.8,1
312,2,46.91,14.21,-0.026,7,4,55.7,62.9,2
312,3,28.69,15.43,1.35,14,9,34.4,157.3,3
312,4,42.96,14.32,2.03,15,1,37.5,88.4,4
312,5,53.12,14.91,0.301,7,2,44.6,78.8,5
313,1,33.03,15.74,0.147,9,9,46.4,156.7,1
313,2,29.65,17.06,2.029,48,2,49.4,125.2,2
313,3,41.7,14.42,-0.668,8,3,50.7,141.7,3
313,4,91.11,13.74,-1.124,50,7,68.5,94.8,4
313,5,40.14,16.98,3.236,23,3,44.1,101.4,5
314,1,31.17,12.73,-0.556,29,9,41.8,82.1,1
314,2,13.78,14.93,1.833,18,6,29.9,78.6,2
314,3,31.29,16.84,2.719,31,3,46.6,111.9,3
314,4,44.56,14.86,0.42,30,9,53.8,88.9,4
314,5,27.3,15.07,0.528,39,1,24.1,166.6,5
315,1,51.02,18.87,3.596,35,10,44.9,125.3,1
315,2,84.16,14.77,-2.616,18,3,67.4,156.5,2
315,3,99.64,11.54,-2.65,42,1,59.7,33.1,3
315,4,42.98,17.23,1.631,39,2,55.6,156.9,4
315,5,74.97,12.45,-0.818,17,8,59.3,28.5,5
316,1,37.43,14.54,1.723,14,7,41.4,62.2,1
316,2,18.11,13.31,-0.113,31,2,39.4,47.4,2
316,3,61.67,16.93,1.666,24,2,69.1,107.3,3
316,4,88.18,14.14,-1.763,35,9,62.4,99.5,4
316,5,38.27,14.95,1.226,44,6,38.8,123.8,5
317,1,15.45,12.61,-1.002,45,5,21.8,97.3,1
317,2,24.27,15.7,1.44,34,10,39.1,136.8,2
317,3,44.55,18.27,4.729,3,6,58.2,72.0,3
317,4,27.03,13.36,-1.609,37,9,40.1,137.4,4
317,5,66.33,14.26,-0.708,43,7,55.0,99.1,5
318,1,82.55,16.78,-0.255,40,10,71.3,170.7,1
318,2,32.1,16.08,0.646,26,10,48.6,126.2,2
318,3,47.65,9.93,-4.583,23,9,53.5,90.9,3
318,4,53.61,15.27,0.066,44,4,60.3,99.0,4
318,5,36.43,12.39,-0.437,39,2,33.8,69.7,5
319,1,21.17,13.22,-0.423,15,8,38.4,110.8,1
319,2,47.49,16.41,0.589,49,4,60.9,90.9,2
319,3,47.3,15.07,0.708,4,9,50.6,121.7,3
